# RustyNES Game Genie code database - header-EXCLUDED re-key (v2.1.3).
#
# The same libretro-database Game Genie codes as genie_database_full.tsv, but
# RE-KEYED from the full-file No-Intro CRC to the HEADER-EXCLUDED rom_crc32 (the
# CRC of PRG-ROM + CHR-ROM with the 16-byte iNES header and any trainer stripped)
# - exactly what `crate::game_db::rom_crc32` computes for a loaded ROM. This makes
# the nomination match a game even when the user's .nes has a NON-STANDARD iNES
# header (common with re-headered dumps), which the header-sensitive full-file key
# cannot. The header-excluded CRCs come from the NES 2.0 database (nes20db.xml,
# NewRisingSun) <rom crc32> field, joined to the cheat catalog by normalized game
# name (+ a manual alias table for long-tail title variants). Every known
# region/revision CRC per game is emitted, so any dump flavor matches; runtime
# dedups by code. nes20db is a BUILD-TIME input only and is NEVER committed - only
# the factual CRC32 + Game Genie code data is, matching the project's data policy.
# Commercial ROMs are NEVER committed.
#
# Format (tab-separated): CRC32<TAB>Game<TAB>Effect<TAB>Code<TAB>Category.
# CRC32 here is the HEADER-EXCLUDED rom_crc32 (distinct from the full-file key of
# genie_database_full.tsv). Codes re-validate through GenieCode::new at load.
#
001388B3	Mega Man 3	Faster Mega Man	NYKGXSGK	Difficulty
001388B3	Mega Man 3	All Items Are Infinite Pick-Up	SLXLNVSO	Items
001388B3	Mega Man 3	Infinite Energy	GXVAAASA	Items
001388B3	Mega Man 3	Instead of Gemini's Clone Disappearing From Having No Health, It Acts Independently From Gemini Man For A Better Boss Fight	SLEXGNSO	Items
001388B3	Mega Man 3	Mega Fast Mega Man	ZAKGNIPA	Items
001388B3	Mega Man 3	1 Life	AENKKAZA	Lives
001388B3	Mega Man 3	1 Life After Continue	PAOONPZA	Lives
001388B3	Mega Man 3	6 Lives	IENKKAZA	Lives
001388B3	Mega Man 3	6 Lives After Continue	IAOONPZA	Lives
001388B3	Mega Man 3	9 Lives	AENKKAZE	Lives
001388B3	Mega Man 3	9 Lives After Continue	AAOONPZE	Lives
001388B3	Mega Man 3	Infinite Lives	AEEGXLPA	Lives
001388B3	Mega Man 3	Longer Slides	ASXSTLGP	Misc
001388B3	Mega Man 3	Mega-Jumping Mega Man	YEUKOTGA	Movement
001388B3	Mega Man 3	Speedy Slides	NNKIALEE	Movement
00E95D86	Jimmy Connors Tennis	10 Points Needed To Win Tiebreaker	ZEUVIPYE	Items
00E95D86	Jimmy Connors Tennis	2 Points Needed To Win Tiebreaker Instead Of 7	ZEUVIPYA	Items
00E95D86	Jimmy Connors Tennis	3 Points Needed To Win Tiebreaker	LEUVIPYA	Items
00E95D86	Jimmy Connors Tennis	4 Points Needed To Win Tiebreaker	GEUVIPYA	Items
00E95D86	Jimmy Connors Tennis	5 Points Needed To Win Tiebreaker	IEUVIPYA	Items
